-1.5,0.6000000000000001,53.10897662152499
-1.4,0.66,52.939589838371774
-1.3,0.72,53.27006190364859
-1.2,0.78,53.49416414039989
-1.1,0.84,53.03048051754706
-1.0,0.9,53.579127115696785
-0.9,0.96,52.975618751386705
-0.8,1.02,52.98646599634087
-0.7,1.08,52.94748124781124
-0.6,1.1400000000000001,52.83494663771634
-0.5,1.2,52.61949634346725
-0.4,1.26,52.49458227341137
-0.33,1.302,52.07543023419312
-0.3,1.32,51.33804829596513
-0.22,1.3679999999999999,49.175954068251215
-0.2,1.38,47.9124524508516
-0.11,1.434,35.966689062039755
-0.1,1.44,33.553208426332716
-0.09,1.446,30.67235712789625
-0.08,1.452,27.452355387330613
-0.07,1.458,24.097947552173004
-0.06,1.464,20.421049343032166
-0.05,1.47,16.593096785653486
-0.04,1.476,12.673612609683088
-0.03,1.482,8.568823205241026
-0.02,1.488,4.364088385876275
-0.01,1.494,0.737263799995965
0.01,1.506,0.7570723407129495
0.02,1.512,4.8779810522081855
0.03,1.518,9.056198176307303
0.04,1.524,13.131620368284363
0.05,1.53,16.961718792335507
0.06,1.536,20.76312655468256
0.07,1.542,24.43287678893482
0.08,1.548,27.710728843182398
0.09,1.554,31.09847550786386
0.1,1.56,33.501941158592714
0.11,1.566,36.269504218668914
0.2,1.62,49.333749580363204
0.22,1.6320000000000001,50.498393695984134
0.3,1.68,53.26010705216706
0.33,1.698,53.5244909331439
0.4,1.74,54.04024056943858
0.5,1.8,54.889328502910686
0.6,1.8599999999999999,54.606246845569956
0.7,1.92,54.63907583195121
0.8,1.98,55.32298751497892
0.9,2.04,54.722041138146395
1.0,2.1,55.108780162802624
1.1,2.16,55.12768492224491
1.2,2.2199999999999998,55.2015085212962
1.3,2.2800000000000002,54.871591814948474
1.4,2.34,55.28983591221452
1.5,2.4,54.61205928898143
