-1.5,0.6000000000000001,59.05261494321314
-1.4,0.66,59.234247360143264
-1.3,0.72,58.92806878095949
-1.2,0.78,59.29141015401361
-1.1,0.84,58.97779235997187
-1.0,0.9,58.97992100019545
-0.9,0.96,58.74592699099628
-0.8,1.02,58.85188215790497
-0.7,1.08,58.56379696004156
-0.6,1.1400000000000001,58.581096605014785
-0.5,1.2,58.4722479095665
-0.4,1.26,57.97070254551352
-0.33,1.302,57.3412551980544
-0.3,1.32,57.00628600294026
-0.22,1.3679999999999999,54.18296794309866
-0.2,1.38,53.016035429941965
-0.11,1.434,38.22166121407553
-0.1,1.44,35.149195523202
-0.09,1.446,31.914820845015655
-0.08,1.452,28.314479009267583
-0.07,1.458,24.490009930950457
-0.06,1.464,20.604229013603504
-0.05,1.47,16.705023015701247
-0.04,1.476,12.821833075898818
-0.03,1.482,8.623774005235777
-0.02,1.488,4.535524919491887
-0.01,1.494,1.2873618188434963
0.01,1.506,1.2922099638367381
0.02,1.512,5.5726972418620555
0.03,1.518,9.76198526172746
0.04,1.524,14.015756837226503
0.05,1.53,18.087177412474837
0.06,1.536,22.1261967834144
0.07,1.542,25.87849710754408
0.08,1.548,29.81835687808412
0.09,1.554,33.350990955173444
0.1,1.56,36.54176780423547
0.11,1.566,39.68163957620797
0.2,1.62,54.51360466854258
0.22,1.6320000000000001,55.58749575210799
0.3,1.68,57.728796630849914
0.33,1.698,58.093114685073026
0.4,1.74,58.591469021517256
0.5,1.8,59.201598543733056
0.6,1.8599999999999999,59.376149689532944
0.7,1.92,59.3737752274249
0.8,1.98,59.318774525795334
0.9,2.04,59.28828819596228
1.0,2.1,59.525448809317126
1.1,2.16,59.554206456420665
1.2,2.2199999999999998,59.46564899024537
1.3,2.2800000000000002,59.40676853812909
1.4,2.34,59.31770491250719
1.5,2.4,59.311183203453204
